modelo,combustivel,preco,ano,km,cor,cambio,cidade,airbag motorista,freios ABS,airbag passageiro,ar-condicionado,direção elétrica,volante com regulagem de altura,travas elétricas,cd player com MP3,entrada USB,vidros elétricos dianteiros,limajuste de alturap. traseiro,desemb. traseiro,alarme,ajuste de altura,distribuição eletrônica de frenagem,controle de tração,retrovisores elétricos,piloto automático,Kit Multimídia,bancos de couro,limp. traseiro,motor
Volkswagen Gol  TEC City,Flex,35900.0,2014,105.0,Prata,0,Cornélio Procópio,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1000.0
Fiat Siena EL,Flex,36590.0,2013,163.456,Vermelho,0,Santa Inês,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1400.0
Citroën Aircross GLX,Flex,36990.0,2012,134.1,Prata,0,Porto Alegre,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1600.0
Nissan March  S,Flex,38900.0,2014,158.0,Cinza,0,Sorocaba,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1000.0
Chevrolet Classic LS VHC E,Flex,29500.0,2013,60.08,Branco,0,São Carlos,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1000.0
Nissan March  S,Flex,38600.0,2017,70.978,Cinza,0,Rio de Janeiro,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1000.0
Citroën C3 Picasso GLX BVA,Flex,37900.0,2011,81.0,Prata,1,Jaraguá do Sul,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1600.0
Nissan March  S,Flex,35900.0,2012,130.0,Cinza,0,Mirassol,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1600.0
Peugeot 207 Hatch XR,Flex,22900.0,2011,113.0,Vermelho,0,Curitiba,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1400.0
Volkswagen Jetta,Gasolina,38700.0,2007,86.0,Prata,1,São Paulo,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,2500.0
Volkswagen Gol  TEC,Flex,34900.0,2012,87.299,Branco,0,São Paulo,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1000.0
Ford Fiesta Hatch SE  RoCam,Flex,32900.0,2013,140.296,Preto,0,Santo André,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0
Volkswagen Gol Power  MI,Flex,24890.0,2004,240.0,Prata,0,Sertãozinho,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1600.0
Citroën C3 GLX,Flex,29000.0,2011,159.325,Prata,0,Limeira,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1400.0
Citroën C4 GLX,Flex,29800.0,2011,175.0,Prata,0,Palhoça,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1600.0
Citroën C4 Cactus  Feel,Flex,85250.0,2021,48.919,Branco,1,Lauro de Freitas,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1600.0
Citroën Xsara Picasso GLX,Flex,26900.0,2011,110.0,Prata,0,Curitiba,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1600.0
Chevrolet Celta LT,Flex,29899.0,2011,105.1,Preto,0,Santo André,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1000.0
Chevrolet Corsa Hatch Maxx,Flex,31990.0,2012,150.0,Preto,0,Curitiba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400.0
Ford Fiesta Hatch Rocam,Flex,34990.0,2012,149.8,Prata,0,Araraquara,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1600.0
Fiat Uno Vivace,Flex,23900.0,2012,141.214,Preto,0,São Paulo,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1000.0
Fiat Siena EL,Flex,38900.0,2012,105.0,Vermelho,0,Blumenau,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1400.0
Citroën Aircross GLX,Flex,35900.0,2011,174.867,Cinza,0,Cascavel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600.0
Chevrolet Agile LTZ,Flex,36000.0,2013,95.444,Branco,0,Itumbiara,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1400.0
Chevrolet Celta LT,Flex,29899.0,2011,105.1,Preto,0,Santo André,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1000.0
Fiat Uno Mille Fire Economy,Flex,22900.0,2013,105.0,Branco,0,Rio Branco do Sul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0
Toyota Etios Hatch Etios XS,Flex,35800.0,2013,150.0,Prata,0,Belo Horizonte,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1300.0
Chevrolet Montana Sport,Flex,36900.0,2008,123.0,Prata,0,Londrina,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1800.0
Peugeot 408 Allure,Flex,34990.0,2011,142.0,Prata,1,Campinas,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2000.0
Chevrolet Celta LT,Flex,34900.0,2013,79.202,Preto,0,Fortaleza,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1000.0
Fiat Grand Siena Attractive,Flex,38990.0,2014,84.0,Preto,0,Nova Iguaçu,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1400.0
Ford Fiesta Sedan  Rocam,Flex,29900.0,2012,199.999,Preto,0,São Paulo,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1000.0
Fiat Idea ELX,Flex,29990.0,2009,149.9,Prata,0,Iperó,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1400.0
Volkswagen Up!  E-Flex take up!,Flex,37900.0,2014,139.388,Vermelho,0,Brasília,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1000.0
Fiat Palio Fire,Flex,29900.0,2014,172.0,Branco,0,Curitiba,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1000.0
Ford Fiesta Sedan  Rocam,Flex,34990.0,2011,89.0,Prata,0,Brasília,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1600.0
Ford Fiesta Hatch,Flex,29900.0,2010,160.308,Prata,0,Jundiaí,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1600.0
Chevrolet Classic LS  VHCE,Flex,36900.0,2016,120.0,Preto,0,Campo Grande,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1000.0
Fiat Uno Way,Flex,35000.0,2012,109.001,Branco,0,Cascavel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400.0
Chevrolet Celta LT,Flex,32990.0,2014,134.0,Cinza,0,São Paulo,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1000.0
Volkswagen Voyage  Total Flex,Flex,28900.0,2010,90.758,Prata,0,Rio de Janeiro,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1000.0
Fiat Uno Vivace,Flex,35900.0,2015,148.0,Prata,0,Joinville,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1000.0
Chevrolet Prisma  LT,Flex,28900.0,2011,71.5,Vermelho,0,Fraiburgo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400.0
Citroën C3 GLX,Flex,28900.0,2012,128.0,Prata,0,Jundiaí,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1400.0
Volkswagen Fox,Flex,31900.0,2009,159.773,Preto,0,Ribeirão Preto,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1000.0
Volkswagen Fox  VHT,Flex,35990.0,2011,122.015,Prata,0,Rio Claro,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0
Fiat Palio Fire,Flex,25900.0,2012,134.0,Prata,0,Jacareí,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0
Ford Fiesta Hatch SE Rocam,Flex,35900.0,2014,91.76,Vermelho,0,São José,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1600.0
Fiat Palio Attractive,Flex,34980.0,2013,191.918,Vermelho,0,Carapicuíba,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1000.0
Fiat Palio Weekend Adventure,Flex,38900.0,2012,121.0,Verde,0,Curitiba,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1800.0
Fiat Siena Fire,Flex,21900.0,2007,125.0,Azul,0,Suzano,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1000.0
Volkswagen Gol,Flex,33900.0,2013,175.435,Prata,0,Campinas,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0
Volkswagen Gol,Flex,26900.0,2009,223.5,Branco,0,Sorocaba,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1000.0
Nissan Kicks  Sense,Flex,100970.0,2022,37.264,Prata,1,Recife,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1600.0
Volkswagen Fox  VHT,Flex,34900.0,2012,108.0,Prata,0,Belo Horizonte,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1000.0
Nissan Tiida S,Flex,28977.0,2012,90.047,Prata,0,Nova Iguaçu,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1800.0
Fiat Siena Fire,Flex,20900.0,2007,100.0,Prata,0,Suzano,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1000.0
Chevrolet Corsa Hatch Maxx,Flex,29900.0,2010,119.65,Prata,0,São Paulo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400.0
Citroën Aircross GLX,Flex,37990.0,2012,91.0,Preto,1,Santo André,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1600.0
Ford EcoSport Ecosport Freestyle,Flex,35900.0,2009,150.0,Preto,0,São José do Rio Pardo,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1600.0
Fiat Punto Attractive,Flex,36900.0,2012,99.9,Branco,0,Brasília,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1400.0
Volkswagen Gol  Trend,Flex,26900.0,2008,24.0,Branco,0,Criciúma,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0
Ford Fiesta Hatch S Rocam,Flex,33900.0,2013,97.0,Prata,0,São Carlos,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1000.0
Fiat Fiorino Furgão,Flex,38900.0,2013,205.0,Branco,0,Sorocaba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300.0
Volkswagen Gol,Flex,33900.0,2012,110.0,Prata,0,Fortaleza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600.0
Volkswagen Saveiro,Flex,38900.0,2010,99.999,Branco,0,Viamão,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600.0
Peugeot 207 Hatch Active,Flex,29800.0,2014,138.794,Branco,0,Curitiba,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1400.0
Renault Sandero Privilège,Flex,27900.0,2008,,Azul,0,Mogi das Cruzes,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1600.0
Ford Ka,Flex,27990.0,2012,130.0,Prata,0,Rio Branco,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1000.0
Volkswagen Fox  VHT,Flex,35990.0,2011,122.015,Prata,0,Rio Claro,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0
Chevrolet Celta LT,Flex,31990.0,2012,91.0,Preto,0,Campo Grande,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1000.0
Citroën C3 Tendance,Flex,37990.0,2013,130.0,Branco,0,Campinas,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1500.0
Ford Ka Hatch SEL,Flex,38990.0,2015,159.428,Preto,0,Belo Horizonte,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1000.0
Volkswagen SpaceFox,Flex,37990.0,2011,108.0,Preto,0,Curitiba,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1600.0
Fiat Mobi  Like,Flex,54720.0,2021,42.007,Cinza,0,Londrina,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0
Ford Fiesta Sedan SE  Rocam,Flex,35900.0,2013,66.0,Prata,0,Cabo Frio,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1600.0
Volkswagen Fox Plus,Flex,26990.0,2005,180.0,Prata,0,Araraquara,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1600.0
Fiat Punto ELX,Flex,29900.0,2009,99.999,Prata,0,Viamão,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400.0
Fiat Idea Sporting  E.TorQ,MultiFlex (Alc,32900.0,2010,1.0,Vermelho,0,São João de Meriti,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1800.0
Fiat Idea ELX,Flex,29900.0,2009,173.0,Prata,0,São Paulo,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1400.0
Chevrolet Agile LTZ,Flex,31900.0,2010,237.0,Prata,0,Atibaia,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1400.0
Renault Clio Expression,Flex,35800.0,2015,88.0,Cinza,0,Joinville,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1000.0
Chevrolet Meriva Joy,Flex,29800.0,2010,175.0,Preto,0,Curitiba,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1400.0
Honda Fit LXL,Flex,34900.0,2008,,Preto,0,Betim,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,1400.0
Ford Fiesta Hatch,Flex,25900.0,2010,180.0,Preto,1,Sertãozinho,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0
Fiat Palio Fire,Flex,29999.0,2013,109.0,Prata,0,Piracicaba,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1000.0
Fiat Bravo Essence  Dualogic,Flex,33800.0,2011,93.381,Prata,1,São José do Rio Preto,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1800.0
Peugeot 307 Hatch. Presence,Flex,29900.0,2010,109.8,Prata,0,Estância Velha,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1600.0
Volkswagen Saveiro,Flex,34900.0,2010,122.517,Branco,0,Cuiabá,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600.0
Volkswagen Gol Power,Flex,37900.0,2011,80.4,Prata,0,São Paulo,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1600.0
Fiat Palio Attractive,Flex,37990.0,2013,78.0,Branco,0,Campinas,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1400.0
Fiat Siena Fire,Flex,23990.0,2009,120.134,Branco,0,Lajeado,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1000.0
Citroën C3 Picasso GLX,Flex,37900.0,2012,84.385,Preto,0,Osasco,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1500.0
Volkswagen CrossFox,Flex,33900.0,2007,169.0,Preto,0,Pouso Alegre,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1600.0
Chevrolet Celta LT,Flex,35490.0,2014,82.236,Branco,0,São Paulo,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1000.0
Chevrolet Classic LS VHC E,Flex,27000.0,2011,150.913,Preto,0,Catanduva,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0
Chevrolet Prisma  LT,Flex,28900.0,2011,71.5,Vermelho,0,Capinzal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400.0
Fiat Uno Attractive,Flex,34990.0,2011,130.405,Prata,0,São Paulo,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1400.0
Volkswagen Gol  TEC,Flex,37500.0,2013,164.0,Branco,1,São José do Rio Preto,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1000.0
Ford EcoSport Ecosport Freestyle,Flex,38900.0,2010,203.667,Prata,0,Sorocaba,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1600.0
Nissan Tiida S,Flex,34900.0,2012,109.77,Prata,0,Curitiba,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1800.0
Volkswagen Fox  TEC,Flex,37990.0,2013,86.0,Branco,0,Amparo,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1000.0
Volkswagen Fox,Flex,29900.0,2010,178.052,Vermelho,0,Santo André,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1000.0
Volkswagen Gol,Flex,38900.0,2012,69.0,Vermelho,0,Belém,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1600.0
Volkswagen Fox,Flex,28800.0,2010,104.0,Preto,0,Farroupilha,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1000.0
Chevrolet Classic LS VHC E,Flex,26900.0,2013,98.2,Cinza,0,São Paulo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0
Fiat Idea ELX,Flex,28900.0,2009,138.0,Verde,0,Cascavel,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1400.0
Chevrolet Astra Sedan Advantage,Flex,29990.0,2008,188.0,Prata,0,São Carlos,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,2000.0
Fiat Grand Siena Tetrafuel,GNV,34900.0,2013,110.0,Branco,0,Porto Alegre,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1400.0
Chevrolet Agile LTZ,Flex,32900.0,2011,138.109,Prata,0,Itapeva,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1400.0
Ford Fusion  SEL,Gasolina,34990.0,2009,140.0,Prata,1,Guarulhos,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,2300.0
Fiat Palio Fire,Flex,31990.0,2016,78.0,Vermelho,0,Campinas,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0
Ford New Fiesta Sedan SE,Flex,35900.0,2012,300.0,Prata,0,Pato Branco,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1600.0
Fiat Uno Vivace,Flex,33803.0,2012,93.0,Vermelho,0,Florianópolis,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0
Ford New Fiesta Hatch New Fiesta S,Flex,38700.0,2014,98.999,Preto,0,Curitiba,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1500.0
Ford Fiesta Sedan  Rocam,Flex,32900.0,2012,113.0,Prata,0,Jales,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1600.0
Fiat Punto Attractive,Flex,38890.0,2013,167.713,Branco,0,São Paulo,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1400.0
Chrysler PT Cruiser Classic,Gasolina,37990.0,2008,86.9,Vermelho,1,Campinas,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,2400.0
Volkswagen Fox  VHT,Flex,36900.0,2013,76.818,Prata,0,Jundiaí,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1000.0
Fiat Siena EL,Flex,35900.0,2014,110.0,Prata,0,Campo Grande,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1000.0
Chevrolet Celta LT,Flex,35900.0,2013,171.573,Vermelho,0,Manaus,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1000.0
Volkswagen Gol  TEC City,Flex,33900.0,2014,116.0,Branco,0,Campinas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0
Renault Logan Authentique,Flex,35900.0,2014,110.0,Branco,0,Goiânia,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1000.0
CAOA Chery QQ Look,Flex,34900.0,2017,104.2,Azul,0,São José dos Campos,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1000.0
Chevrolet Corsa Hatch Maxx,Flex,32900.0,2011,176.0,Prata,0,Sertãozinho,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1400.0
Chrysler PT Cruiser Classic,Gasolina,37990.0,2008,89.0,Preto,1,São Bernardo do Campo,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2400.0
Citroën Xsara Picasso GLX,Flex,25700.0,2010,134.0,Prata,0,São Paulo,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1600.0
Chevrolet Prisma  LT,Flex,28900.0,2011,71.5,Vermelho,0,Videira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400.0
Renault Sandero Expression,Flex,34000.0,2013,119.0,Branco,0,Criciúma,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1600.0
Fiat Palio Weekend Trekking,Flex,32900.0,2009,140.0,Prata,0,Bocaiúva do Sul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400.0
Volkswagen Fox,Flex,29990.0,2010,121.0,Preto,0,Belo Horizonte,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1000.0
Volkswagen Gol,Flex,34900.0,2011,124.078,Branco,0,Jaraguá,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600.0
Renault Clio Expression,Flex,29990.0,2014,107.5,Branco,0,Mossoró,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1000.0
Ford EcoSport Ecosport XLT,Flex,37890.0,2009,152.0,Preto,1,São Paulo,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,2000.0
Chevrolet Vectra Elegance,Flex,29900.0,2007,184.0,Preto,0,Cambé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000.0
Volkswagen Saveiro,Flex,36500.0,2011,107.0,Branco,0,Mogi das Cruzes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600.0
Citroën C3 GLX,Flex,27900.0,2010,167.0,Prata,0,Campinas,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1400.0
Fiat Uno Way,Flex,35900.0,2014,84.5,Vermelho,0,Curitiba,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1000.0
Citroën C4 Picasso,Flex,33900.0,2011,124.0,Preto,1,Curitiba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000.0
Chevrolet Celta LT,Flex,33700.0,2013,124.526,Vermelho,0,Curitiba,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1000.0
Fiat Palio Attractive,Flex,35890.0,2013,75.856,Preto,0,Santo André,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1400.0
Nissan March  S,Flex,36900.0,2012,75.0,Preto,0,São Paulo,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1600.0
Volkswagen Gol  TEC City,Flex,27900.0,2012,110.526,Prata,0,Bauru,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1000.0
Fiat Punto ELX,Flex,27890.0,2010,141.227,Vermelho,0,São Paulo,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1400.0
Fiat Siena EL,Flex,34900.0,2014,81.437,Branco,0,Goiânia,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1000.0
Peugeot 208  Active,Flex,35900.0,2013,134.882,Branco,0,Belo Horizonte,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1500.0
Chevrolet Agile LTZ,Flex,36900.0,2013,61.929,Preto,0,São João de Meriti,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1400.0
Fiat Palio Attractive,Flex,38900.0,2014,92.0,Prata,0,Bauru,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1000.0
Volkswagen Fox Prime,Flex,35900.0,2010,118.0,Branco,1,Canoas,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1600.0
Fiat Siena EL,Flex,34900.0,2014,71.879,Azul,0,Rio de Janeiro,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1400.0
Chevrolet Montana Sport,Flex,36990.0,2009,1.111,Prata,0,Volta Redonda,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1800.0
Citroën Aircross GLX,Flex,35900.0,2011,174.867,Cinza,0,Cascavel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600.0
Ford EcoSport Ecosport XLT,Gasolina,35900.0,2007,165.0,Prata,1,Bocaiúva do Sul,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2000.0
Fiat Uno Vivace,Flex,36990.0,2015,78.642,Prata,0,Osasco,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0
