modelo,combustivel,preco,ano,km,cor,cambio,cidade,airbag motorista,freios ABS,airbag passageiro,ar-condicionado,direção elétrica,volante com regulagem de altura,travas elétricas,cd player com MP3,entrada USB,vidros elétricos dianteiros,limajuste de alturap. traseiro,desemb. traseiro,alarme,ajuste de altura,distribuição eletrônica de frenagem,controle de tração,retrovisores elétricos,piloto automático,Kit Multimídia,bancos de couro,limp. traseiro,motor
Fiat Palio ELX,Flex,30000.0,2009,190.0,Preto,0,Araras,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1400.0
Chevrolet Celta LT,Flex,28900.0,2011,187.0,Preto,0,São Paulo,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1000.0
Renault Sandero Privilège  Hi-Torque,Flex,29900.0,2011,176.937,Vermelho,0,Toledo,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1600.0
Jeep Renegade  Longitude,Flex,95900.0,2021,44.746,Cinza,1,Bauru,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1800.0
Ford Fiesta Hatch,Flex,27900.0,2010,170.0,Prata,0,São José do Rio Preto,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1600.0
Ford Fiesta Hatch,Flex,28900.0,2011,120.0,Preto,0,Brasília,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1600.0
Ford Fiesta Sedan  Rocam,Flex,34900.0,2011,224.0,Preto,0,Lucas do Rio Verde,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1600.0
Nissan March  S,Flex,33900.0,2011,179.051,Branco,0,Taubaté,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1000.0
Jeep Compass  TDI Trailhawk 4WD,Diesel,157630.0,2020,51.088,Branco,1,Pato Branco,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,2000.0
Fiat Uno Economy,Flex,32000.0,2011,123.0,Prata,0,Carambeí,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400.0
Chevrolet Classic LS VHC E,Flex,26900.0,2010,143.685,Bege,0,Curitiba,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1000.0
Citroën C3 Exclusive,Flex,37990.0,2012,88.0,Cinza,1,Campinas,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1600.0
Peugeot 408 Griffe  THP,Flex,38900.0,2012,130.5,Cinza,1,Belo Horizonte,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1600.0
Volkswagen Fox,Flex,33800.0,2010,143.223,Prata,0,Joinville,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1000.0
Chevrolet Meriva Maxx,Flex,27900.0,2008,220.0,Cinza,0,Sumaré,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1800.0
Volkswagen Gol  TEC Trendline,Flex,36900.0,2014,120.344,Prata,0,São José dos Campos,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1000.0
Volkswagen Fox Prime,Flex,35900.0,2010,72.0,Cinza,0,São Paulo,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1600.0
Kia Soul  U.113,Flex,38499.0,2011,88.4,Preto,0,São Vicente,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1600.0
Ford Fiesta Sedan  Rocam,Flex,35900.0,2012,99.0,Branco,0,Novo Hamburgo,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1600.0
Fiat Siena Fire,Flex,23990.0,2009,120.134,Branco,0,Caxias do Sul,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1000.0
Fiat Grand Siena Tetrafuel,Flex,38000.0,2015,184.589,Branco,0,Curitiba,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1400.0
Chevrolet Vectra Expression,Flex,37890.0,2009,95.0,Cinza,0,Santo André,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,2000.0
Fiat Uno Vivace,Flex,29900.0,2011,130.0,Branco,0,Criciúma,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1000.0
Ford New Fiesta Hatch New Fiesta SE  PowerShift,Flex,37900.0,2013,96.0,Branco,1,Rio de Janeiro,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1600.0
Ford Fiesta Hatch,Flex,27500.0,2010,109.0,Prata,0,Atibaia,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1600.0
Nissan Livina SL,Flex,36900.0,2011,111.186,Prata,1,Santo André,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1800.0
Renault Logan Expression,Flex,24900.0,2011,147.0,Prata,0,São Paulo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1000.0
Volkswagen Polo Hatch  VHT Total Flex,Flex,37900.0,2012,120.0,Prata,0,Cachoeiras de Macacu,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1600.0
Chevrolet Vectra GT,Flex,37890.0,2011,133.0,Prata,0,São Paulo,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2000.0
Chevrolet Astra Sedan Advantage,Flex,33900.0,2010,134.0,Prata,0,São Paulo,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,2000.0
Fiat Palio Attractive,Flex,29900.0,2011,102.0,Cinza,0,São José dos Pinhais,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1400.0
Fiat Palio Fire,Flex,25900.0,2008,184.742,Preto,0,Praia Grande,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0
Fiat 500 Sport,Gasolina,36890.0,2009,156.4,Vermelho,0,Campinas,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1400.0
Ford Fiesta Hatch Rocam,Flex,34900.0,2012,81.11,Preto,0,Curitiba,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1600.0
Hyundai HB20  Sense,Diesel,67200.0,2022,33.31,Branco,0,Araraquara,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1000.0
Fiat Palio ELX,Flex,26500.0,2007,148.0,Preto,0,Guarulhos,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1400.0
Fiat Uno Vivace,Flex,34900.0,2014,142.0,Prata,0,Goiânia,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1000.0
Citroën C3 Exclusive,Flex,28900.0,2009,99.0,Prata,0,Mogi Guaçu,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1600.0
Fiat Weekend Trekking  E.torQ,Flex,37900.0,2015,185.0,Prata,0,Joinville,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1600.0
Renault Clio Expression,Flex,38900.0,2015,72.58,Vinho,0,São Bernardo do Campo,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1000.0
Chevrolet Corsa Hatch Maxx,Flex,29900.0,2011,11.111,Prata,0,Várzea Grande,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400.0
Fiat Fiorino Furgão,Flex,27000.0,2008,111.111,Branco,0,Patos de Minas,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1300.0
Volkswagen Polo Hatch. Sportline,Flex,35900.0,2009,132.0,Prata,0,Jataí,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1600.0
Chevrolet Celta LT,Flex,32900.0,2013,149.0,Branco,0,São José,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1000.0
Nissan March  SV,Flex,38990.0,2013,98.0,Prata,0,Campo Grande,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1600.0
Nissan March  S,Flex,37990.0,2015,115.0,Branco,0,Jundiaí,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1000.0
Fiat Idea Adventure  E.TorQ,Flex,36900.0,2011,145.0,Prata,0,Belo Horizonte,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1800.0
Chevrolet Celta Spirit  VHCE,Flex,26500.0,2010,145.0,Vermelho,0,Rio Branco,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1000.0
Ford Fiesta Hatch SE Rocam,Flex,32600.0,2014,149.389,Branco,0,Bauru,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1600.0
Volkswagen CrossFox,Flex,32900.0,2008,167.0,Prata,0,Belo Horizonte,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1600.0
Volkswagen Polo Hatch  VHT Total Flex,Flex,37900.0,2013,49.369,Branco,0,Rio de Janeiro,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1600.0
Ford Fiesta Hatch SE Plus  RoCam,Flex,29990.0,2013,111.111,Preto,0,Guarulhos,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1000.0
Volkswagen Polo Sedan,Flex,32900.0,2010,170.1,Preto,0,Belo Horizonte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600.0
Fiat Palio Attractive,Flex,35900.0,2012,124.49,Prata,0,Franca,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1000.0
Fiat Siena EL,Flex,28900.0,2010,101.0,Preto,0,Fortaleza,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1000.0
Peugeot Hoggar Escapade,Flex,27900.0,2010,173.885,Branco,0,Recife,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1600.0
Fiat Punto Essence,Flex,33900.0,2010,129.555,Preto,0,Brasília,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1600.0
Volkswagen Gol  TEC City,Flex,35900.0,2014,105.0,Prata,0,Cornélio Procópio,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1000.0
Citroën C3 XTR,Flex,25889.0,2007,162.0,Prata,0,São Paulo,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1600.0
Toyota Corolla Sedan XEi,Gasolina,38900.0,2006,177.873,Preto,1,São Paulo,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1800.0
Ford Ka  Sport,Flex,32900.0,2012,140.0,Preto,0,Bragança Paulista,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1600.0
Volkswagen Fox  VHT,Flex,33900.0,2013,127.0,Preto,0,Colombo,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1000.0
Ford Fiesta Sedan Class,Flex,27500.0,2009,99.817,Preto,0,Colatina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600.0
Fiat Palio Fire Way,Flex,38900.0,2015,115.93,Branco,0,Matão,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1000.0
Peugeot 207 Hatch XR,Flex,24500.0,2012,160.0,Prata,0,Lins,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1400.0
Ford Fiesta Hatch,Flex,28900.0,2010,180.0,Prata,0,São Paulo,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1600.0
Volkswagen Fox  VHT Prime I-Motion,Flex,36900.0,2011,99.644,Branco,1,Palhoça,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1600.0
Renault Sandero Stepway  Hi-Flex,Flex,38900.0,2011,138.0,Vermelho,1,Mogi Guaçu,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1600.0
Fiat Uno Vivace,Flex,34990.0,2014,114.0,Prata,0,Ribeirão Preto,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1000.0
Volkswagen Gol  Ecomotion,Flex,35900.0,2013,120.0,Prata,0,São José dos Campos,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1000.0
CAOA Chery Celer Hatch,Flex,27000.0,2013,58.0,Prata,0,Araçatuba,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1500.0
Honda Accord Sedan LX,Gasolina,33900.0,2007,266.0,Preto,1,Brasília,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,2000.0
Nissan March  SV,Flex,33899.0,2011,143.767,Preto,0,São Bernardo do Campo,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1600.0
Ford Fiesta Hatch,Flex,32900.0,2011,133.0,Preto,0,Bauru,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1600.0
Citroën C3 GLX,Flex,24990.0,2007,120.0,Preto,0,Campinas,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1400.0
Chevrolet Celta LT,Flex,28499.0,2012,130.0,Cinza,0,Santo André,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1000.0
Citroën C3 GLX,Flex,26790.0,2011,97.585,Prata,0,São Paulo,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1400.0
Fiat Grand Siena Essence,Flex,38900.0,2012,108.0,Cinza,0,Barueri,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1600.0
Ford Fiesta Hatch,Flex,26900.0,2009,160.0,Preto,0,São Carlos,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1600.0
Citroën C3 Exclusive,Flex,25999.0,2009,144.0,Preto,0,São Bernardo do Campo,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1400.0
Chevrolet Spin LT 5S,Flex,35199.0,2013,45.437,Cinza,0,Nova Iguaçu,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1800.0
Fiat Palio Fire,Flex,35900.0,2017,85.0,Branco,0,Sorocaba,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1000.0
Renault Clio Expression,Flex,37850.0,2015,114.0,Prata,0,Rio do Sul,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1000.0
Fiat Punto Attractive,Flex,38990.0,2012,115.235,Vermelho,0,São Luís,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400.0
Fiat Palio Fire,Flex,29900.0,2015,79.659,Branco,0,Porto Alegre,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1000.0
Renault Logan Dynamique  Easy-r,GNV,35900.0,2014,100.0,Preto,1,Rio de Janeiro,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1600.0
Chevrolet Agile LTZ,Flex,31990.0,2011,1.0,Prata,0,Rio de Janeiro,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1400.0
Renault Logan Expression  Hi-Torque,Flex,30900.0,2012,72.406,Preto,0,Barueri,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1600.0
Volkswagen SpaceFox,Flex,35900.0,2010,120.0,Azul,0,Palmeira das Missões,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1600.0
Fiat Idea Adventure,Flex,28900.0,2008,141.616,Cinza,0,Jundiaí,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1800.0
Volkswagen Up!  E-Flex move up!,MultiFlex (Alc,36890.0,2015,64.0,Vermelho,0,Rio de Janeiro,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1000.0
Honda Fit LX,Flex,38900.0,2009,117.296,Cinza,0,Osasco,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1400.0
Volkswagen Voyage  TEC City,Flex,38990.0,2013,128.0,Branco,0,Santa Cruz,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1000.0
Citroën C4 GLX,Flex,35900.0,2012,106.0,Prata,0,Caxias do Sul,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1600.0
Fiat Siena EL,Flex,33900.0,2012,106.573,Preto,0,Curitiba,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1400.0
Ford Ka,Flex,23500.0,2012,112.0,Prata,0,São Paulo,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1000.0
Fiat Palio Fire Way,Flex,35900.0,2015,135.3,Branco,0,Matão,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0
Chevrolet Prisma Maxx,Flex,29900.0,2010,155.0,Vermelho,0,Porto Alegre,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1400.0
Fiat Strada Adventure Locker,Flex,37900.0,2008,184.834,Verde,0,Rio das Ostras,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1800.0
Citroën C3 Exclusive,Flex,27990.0,2010,108.0,Prata,0,Paulo Lopes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400.0
Renault Logan Expression,Flex,36800.0,2014,114.622,Prata,0,São Bernardo do Campo,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1000.0
Volkswagen Voyage  Total Flex,Flex,28000.0,2010,152.0,Preto,0,São José dos Campos,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1000.0
Fiat Palio Essence,Flex,36900.0,2013,99.999,Preto,0,Ribeirão Preto,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1600.0
Volkswagen Jetta  250 TSI R-Line,Flex,134990.0,2020,26.222,Cinza,1,São Carlos,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1400.0
Volkswagen Polo Sedan Comfortline,Flex,37900.0,2011,161.0,Preto,0,Bauru,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1600.0
Kia Picanto   J318,Flex,38599.0,2014,75.049,Preto,0,São Paulo,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1000.0
Citroën C3 Picasso GLX,Flex,35900.0,2011,127.088,Prata,0,Praia Grande,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1600.0
Volkswagen SpaceFox,Flex,34900.0,2010,136.553,Prata,0,Arapongas,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600.0
Chevrolet Vectra GT,Flex,32890.0,2009,150.0,Azul,0,São Paulo,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,2000.0
Ford Fiesta Hatch,Flex,29900.0,2010,139.0,Preto,0,Franca,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1600.0
Volkswagen Fox  VHT,Flex,32850.0,2011,87.0,Preto,0,São Paulo,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1000.0
Volkswagen Voyage Comfortline,Flex,35500.0,2010,116.0,Prata,0,Joinville,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1600.0
Volkswagen Fox,Flex,32900.0,2010,149.122,Preto,0,Ponta Grossa,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1000.0
Ford EcoSport Ecosport Freestyle,Flex,35900.0,2010,126.007,Cinza,0,Belo Horizonte,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1600.0
Fiat Idea Attractive,Flex,38900.0,2013,112.0,Prata,0,Praia Grande,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1400.0
Ford Fiesta Sedan,Flex,30900.0,2011,136.885,Prata,0,Jundiaí,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1600.0
Fiat Idea Adventure,Flex,32998.0,2010,145.0,Cinza,0,São Paulo,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1800.0
Fiat Palio Fire,Flex,26890.0,2012,152.267,Branco,0,São Paulo,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1000.0
Chevrolet Corsa Sedan Premium,Flex,27890.0,2009,134.8,Vermelho,0,Guarulhos,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1400.0
Volkswagen Parati Track Field  MI,Flex,26000.0,2006,150.0,Preto,0,Sinop,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1600.0
Volkswagen Parati Track Field  G4,Flex,32990.0,2006,155.0,Prata,0,Curitiba,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1800.0
Volkswagen Fox,Flex,34990.0,2011,154.207,Preto,0,Alvorada,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1000.0
Fiat Siena EL,Flex,27900.0,2010,180.0,Azul,0,Bocaiúva do Sul,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1000.0
Volkswagen SpaceFox Comfortline,Flex,29890.0,2006,135.0,Cinza,0,São Paulo,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,1600.0
Volkswagen CrossFox,Flex,35900.0,2009,103.0,Vermelho,0,Arapongas,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1600.0
Citroën C3 Exclusive,Flex,36900.0,2011,85.5,Branco,1,São Bonifácio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600.0
Volkswagen T-Cross  200 TSI Comfortline,Flex,119990.0,2022,32.868,Preto,1,São Carlos,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1000.0
Volkswagen Fox  VHT,Flex,37900.0,2012,128.0,Branco,0,Campo Bom,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1000.0
Fiat Palio ELX,Flex,29900.0,2007,227.912,Preto,0,São Paulo,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1400.0
Chevrolet Corsa Hatch Maxx,Flex,25900.0,2009,183.743,Prata,0,São José dos Campos,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1400.0
Nissan Livina S,Flex,29900.0,2012,181.6,Branco,0,Salvador,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1600.0
Ford Fiesta Sedan,Flex,26900.0,2009,200.0,Preto,0,Brasília,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1600.0
Chevrolet Cobalt LT,Flex,33299.0,2013,68.247,Azul,0,Rio de Janeiro,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1400.0
Renault Sandero Expression,Flex,24900.0,2010,206.448,Prata,0,Ribeirão Pires,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1000.0
Citroën C4 Pallas GLX,Flex,33900.0,2011,82.341,Preto,1,Rio de Janeiro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000.0
Fiat Uno Vivace,Flex,35900.0,2015,148.0,Prata,0,Joinville,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1000.0
Chevrolet Classic LS VHC E,Flex,25000.0,2011,119.0,Prata,0,Sinop,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1000.0
Peugeot 208  Like Essencial,Flex,65250.0,2021,51.279,Branco,0,Maceió,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1600.0
Citroën C3 Exclusive,Flex,30000.0,2011,68.5,Prata,0,Assis,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1400.0
Volkswagen Polo Hatch.,Flex,29890.0,2007,169.0,Preto,0,Paulínia,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1600.0
Nissan Kicks  Sense,Flex,100970.0,2022,38.278,Prata,1,Feira de Santana,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1600.0
Fiat Uno Way,Flex,32900.0,2012,135.0,Vermelho,0,Sumaré,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1000.0
Volkswagen Gol  TEC Trendline,Flex,38900.0,2014,108.0,Cinza,0,Bauru,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1000.0
Fiat Palio Fire,Flex,25900.0,2013,181.0,Branco,0,Catanduva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0
Chevrolet Celta LT,Flex,34900.0,2013,72.0,Prata,0,Manaus,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1000.0
Volkswagen Fox  VHT,Flex,37900.0,2011,130.0,Prata,0,Criciúma,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1600.0
Nissan Grand Livina SL,Flex,38890.0,2010,134.675,Prata,1,Osasco,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1800.0
Ford Ka,Flex,26900.0,2012,106.991,Preto,0,Belo Horizonte,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1000.0
Chevrolet Prisma  LT SPE/4,Flex,36900.0,2013,68.947,Prata,0,Nova Iguaçu,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1000.0
Volkswagen Kombi Lotação,Flex,33900.0,2009,193.355,Branco,0,Rio Claro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400.0
Fiat Uno Vivace,Flex,35900.0,2012,155.151,Prata,0,Mirassol,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1000.0
Citroën C3 GLX,Flex,25900.0,2011,166.294,Prata,0,Brasília,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1400.0
